"","fcar","uf","munic","year","camada_area_hec","Formacao Florestal","Cana-de-Acucar","Mosaico de Agricultura e Pastagem","Outras Lavouras Temporarias","Formacao Savanica","Silvicultura","Campo Alagado e Area Pantanosa","Soja","Caf√©","Citrus","Pastagem","Area Urbanizada","Outras Areas nao Vegetadas","Rio, Lago e Oceano","Outras Lavouras Perenes","Fomacao Campestre","Afloramento"
"346","SP-3524303-7657C9E80AE741A6B063D8852A3147C0","SP",3524303,"2021",11.71,0,11.17,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","SP-3524303-76C011CD099C44CE9ED727CE5F640AC9","SP",3524303,"2021",4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"348","SP-3524303-7719C63514204FAA8BE3E4E773DD4B26","SP",3524303,"2021",114.64,4.59,101.07,8.4,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0
"349","SP-3524303-7A7AD6C4FA144A09B9066F7638202E55","SP",3524303,"2021",109.55,1.94,92.69,11.43,0.5,0,0,0.66,2.33,0,0,0,0,0,0,0,0,0
"350","SP-3524303-7B0E59609F274F7EB2F7C1A6609A0ABB","SP",3524303,"2021",160.52,5.42,136.48,11.63,0.42,0,0,1.59,4.98,0,0,0,0,0,0,0,0,0
"351","SP-3524303-7DEAD97D39D84F909939F7C98B260443","SP",3524303,"2021",26,0.36,23.78,0.81,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0
"352","SP-3524303-7F899BC4BF434FC29BCD16956D775084","SP",3524303,"2021",294.65,0,257.16,24.38,0,0,0,2.76,0.03,0,0,8.01,0,0.58,1.72,0,0,0
"353","SP-3524303-80055BF84ED64248A45442CF30854E39","SP",3524303,"2021",8.74,0,8.32,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","SP-3524303-825FAA66535C4771B3AE7DEBCB03FA43","SP",3524303,"2021",30.87,0,27.97,2.73,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0
"355","SP-3524303-8DC097BB871E49BCAFEEDD4DAAFDBB1E","SP",3524303,"2021",117.31,1.6,112.38,3.18,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0
"356","SP-3524303-91A843137212411D87BDBBD8D9F5562B","SP",3524303,"2021",27.32,0.87,19.96,4.41,0,0,0,0.49,1.37,0,0,0,0,0,0.24,0,0,0
"357","SP-3524303-935674BF20E94C1D8BDBF4A658363042","SP",3524303,"2021",24.97,0,22.05,2.36,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0
"358","SP-3524303-96EC4CD7C7B043B2B787C3BE484FE090","SP",3524303,"2021",262.66,0,247.11,9.42,0.23,0,0,5.15,0.75,0,0,0,0,0,0,0,0,0
"359","SP-3524303-9F87FF6681004356B5CEFA7EF01A707B","SP",3524303,"2021",68.44,0,43.91,7.29,0,0,0,0.48,14.01,0,0,2.34,0,0,0.42,0,0,0
"360","SP-3524303-A4204348BA434E28ADC4E0BAB626B251","SP",3524303,"2021",183.3,0,146.29,26.99,0,0,0,3.24,0,0,0,6.77,0,0,0,0,0,0
"361","SP-3524303-A5423CB18EF04CD7B045F16FE2B2BD47","SP",3524303,"2021",16.56,0,16.04,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"362","SP-3524303-A7682ED563804138AF6A3F96D16FA05F","SP",3524303,"2021",33.62,0,32.23,1.03,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0
"363","SP-3524303-A85D5BD26F6D4C50B3D21F3D2A523BC1","SP",3524303,"2021",201.4,8.03,160.45,5.58,0.16,0,0,5.64,21.4,0,0,0,0,0.13,0,0,0,0
"364","SP-3524303-AB82473D9B024CA9B5ABBEEA7281631A","SP",3524303,"2021",15.42,0,15.18,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"365","SP-3524303-AD6A7C7F6BB942B7A5C64F76BF4535B7","SP",3524303,"2021",164.1,0,146.75,9.55,0,0,0,1.37,4.51,0,0,0,0,1.92,0,0,0,0
"366","SP-3524303-AE1D25E0508C42BABADC23B3F41E9363","SP",3524303,"2021",65.36,0,65.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","SP-3524303-B3B774AC74BD4C48A83B06BC60BDBDE8","SP",3524303,"2021",232.45,7.61,181.83,24.67,0,0,0,2.96,4.62,0,0,9.26,0,1.5,0,0,0,0
"368","SP-3524303-B4DB9C379C2745D381C499D50E58A337","SP",3524303,"2021",60.48,3.41,52.82,4.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"369","SP-3524303-B4E7D6269570418A8C7CB04464344387","SP",3524303,"2021",129.58,0,117.29,9.54,0,0,0,0.85,0.51,0,0,1.29,0,0,0,0,0,0
"370","SP-3524303-B511EABB874444398E1815F4A23331D5","SP",3524303,"2021",231.53,1.09,193.61,21.6,0,0,0,0.63,12.36,0,0,1.25,0,0.75,0,0,0,0
"371","SP-3524303-B81EF71D75DB4B0E824AC12E7E35D76B","SP",3524303,"2021",48.9,0.33,26.54,5.84,0,0,0,0,15.99,0,0,0.2,0,0,0,0,0,0
"372","SP-3524303-B9C6F163F39D4BCEBCD7FFDA66C50DE2","SP",3524303,"2021",149.32,2.24,113.51,27.06,0.58,0,0,0.02,5.91,0,0,0,0,0,0,0,0,0
"373","SP-3524303-BF07A71C614443019B81105D6B2A386B","SP",3524303,"2021",51.73,2.72,42.14,5.46,0,0,0,0.23,1,0,0,0,0,0,0.17,0,0,0
"374","SP-3524303-C38FF4FEA8FE4EDBB3CFFCBC52F9944C","SP",3524303,"2021",47.77,0,20.57,8.42,0,0,0,0.01,17.19,0,0,1.59,0,0,0,0,0,0
"375","SP-3524303-C3E234F167274FDF984BA17F24E3D201","SP",3524303,"2021",12.53,0.28,11.9,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"376","SP-3524303-CA5A35BC73284A4AB9E382A5B8502C1A","SP",3524303,"2021",52.66,6.82,37.03,8.76,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0
"377","SP-3524303-CBF4F7932D364DD9AC0E39E5C37AA0A9","SP",3524303,"2021",20.24,0.48,18.74,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"378","SP-3524303-D1D92A7568234A58A13134B523E1A5B2","SP",3524303,"2021",15.24,0,12.25,1.64,0,0,0,0.52,0.83,0,0,0,0,0,0,0,0,0
"379","SP-3524303-D28288D1B1714A89839447D19A51C917","SP",3524303,"2021",13.3,0,13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","SP-3524303-D2CE0C792E44432CBBCCA3E48655517D","SP",3524303,"2021",144.92,4.62,127.67,6.68,2.09,0,0,0,1.5,0,0,2.34,0.02,0,0,0,0,0
"381","SP-3524303-D35D6052A3004C3EB96D342F15B20926","SP",3524303,"2021",110.18,3.02,98.98,7.43,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0
"382","SP-3524303-D78A85C41DBA40D891D0FEA45835EF2D","SP",3524303,"2021",342.01,18.28,280.93,40.3,0.57,0,0,1.94,0,0,0,0,0,0,0,0,0,0
"383","SP-3524303-DA872C06E9EC4EA6BE3E330467FF4A18","SP",3524303,"2021",50.95,0.79,45.16,3.57,0.37,0,0,0.47,0.58,0,0,0,0,0,0,0,0,0
"384","SP-3524303-F004FC678B1B436791323E41D93FA6F3","SP",3524303,"2021",50.94,0,40.09,4.42,0,0,0,0,3.68,0,0,2.75,0,0,0,0,0,0
"385","SP-3524303-F6196583B26A4E84AB1CD3FE7039A61E","SP",3524303,"2021",39.37,1.43,31.8,0.01,1.48,0,0,0,4.65,0,0,0,0,0,0,0,0,0
"386","SP-3526803-E2A19DA1F75B404A97C3FC9987F2DE3D","SP",3526803,"2021",2137.88,155.66,1501.52,416.27,2.31,12.29,0.02,35.44,0,0,0,8.43,0,5.95,0,0,0,0
"387","SP-3527801-D3001961CD794DC3A61FC1FB19FF29CA","SP",3527801,"2021",558.4,150.59,0,98.39,56.41,0,0.15,9.32,170.57,60.56,0,6.83,1.97,0.07,2.98,0,0,0
"388","SP-3529302-0544F27689CD47FE9B9196A622BECCBB","SP",3529302,"2021",48.74,0.97,37.5,2.52,0.3,0,0,1.22,6.22,0,0,0,0,0,0,0,0,0
"389","SP-3529302-14E5A99D2ADD43F0ABAC9B62030C5BD7","SP",3529302,"2021",304.84,19.37,233.56,38.32,2.06,0,3.66,5.75,0.29,0,0,0,0,0.92,0.92,0,0,0
"390","SP-3529302-3B64FC6831D54EC4BB9BFFE93C5788CF","SP",3529302,"2021",30.82,1.8,0.75,0.99,0.23,0,0,0,27.07,0,0,0,0,0,0,0,0,0
"391","SP-3529302-4380D5F337CF486E8E3C04893F2ED9CB","SP",3529302,"2021",533.99,83.83,357.24,66.48,0.54,0,0,9.05,14.73,0,0,0,0.78,1.33,0,0,0,0
"392","SP-3529302-58D5AE64CDD448A99ADB8008BC1E4738","SP",3529302,"2021",30.24,2.11,19.3,8.29,0.04,0,0,0,0,0,0,0.5,0,0,0,0,0,0
"393","SP-3529302-5DA25D37430D4BE68395555524DC86D4","SP",3529302,"2021",12.2,0.51,9.41,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"394","SP-3529302-664B22D1DFC44EAEA99AA819C0EC5779","SP",3529302,"2021",199.84,13.1,107.6,56.14,0,0,0,1.46,0,0,0,21.54,0,0,0,0,0,0
"395","SP-3529302-6D5093B0A0384E1E967CFBDF049F18E0","SP",3529302,"2021",32.57,5.38,19.77,7.31,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0
"396","SP-3529302-82866007393E4DD6B6815EE7F7982D20","SP",3529302,"2021",19.35,0.99,10.96,2.26,0,0,0,0,5.13,0,0,0,0,0,0,0,0,0
"397","SP-3529302-99DBFFDF4B994AAE835FCBF0850E3717","SP",3529302,"2021",21.92,7.05,8.32,5.87,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0
"398","SP-3529302-A2258972C5AA43EDA1ABD6ACABB94221","SP",3529302,"2021",92.29,14.14,75.53,2.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"399","SP-3529302-AF136ED1760141DFB2FA0AFF59A07E3E","SP",3529302,"2021",151.36,1.17,99.53,43.21,0.06,0,0,0,7.08,0,0,0,0.32,0,0,0,0,0
"400","SP-3529302-C1A3E8E5734C4D1FAB9F4F0DB21EE95B","SP",3529302,"2021",29.71,0.72,19.52,9.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"401","SP-3529302-D80B209D1E654D6CA87826E3B81A2985","SP",3529302,"2021",69.01,7.58,26.93,15.86,0,0,0,2.5,16.14,0,0,0,0,0,0,0,0,0
"402","SP-3529302-DA7957A5E21E456A8A18EC3BDF6350BA","SP",3529302,"2021",24.2,4.1,17.09,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"403","SP-3529302-DCEABCECB86B41A898A3555E7F34CB4F","SP",3529302,"2021",64.61,3.61,51.02,6.15,0,0,0,1.02,2.74,0,0,0,0.01,0.06,0,0,0,0
"404","SP-3529302-E22D1B8967CE4CB5959A0B2F759D70ED","SP",3529302,"2021",51.23,0,49.7,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"405","SP-3531001-2BAA00AF46C846518602B969223C0C0F","SP",3531001,"2021",316.75,19.14,3.71,229.41,0,0,0.59,2.97,0,0,0,55.38,0.16,4.18,1.2,0,0,0
"406","SP-3531308-1CE791C5730749A883CAF14C9C3D5790","SP",3531308,"2021",23.85,0.12,16.33,2.6,0.58,0,0,0.48,3.73,0,0,0,0,0,0,0,0,0
"407","SP-3531308-5A765C4491DC4648A27E5D2E884EB375","SP",3531308,"2021",28.02,0.01,21.52,6.08,0,0,0,0.41,0,0,0,0,0,0,0,0,0,0
"408","SP-3531308-AA6227303FD445209CCFBA48F79908EA","SP",3531308,"2021",108.33,2.32,88.69,14.46,0,0,0,2.69,0,0,0,0.16,0,0,0,0,0,0
"409","SP-3531308-BE35E05C023F488C97ABA83454C00EC4","SP",3531308,"2021",89.39,23.71,29.87,28.26,0,0,0,1.23,0,0.58,0,5.75,0,0,0,0,0,0
"410","SP-3531308-C2F56A08017A4459888CE0E69A3161F8","SP",3531308,"2021",47.89,3.28,34.71,8.44,0.47,0,0,0.62,0.36,0,0,0,0,0,0,0,0,0
"411","SP-3531308-DDC5C4B5C558434A9BE155279F32C2C1","SP",3531308,"2021",71.56,6.6,50.44,9.38,0,0,0,1.84,3.3,0,0,0,0,0,0,0,0,0
"412","SP-3531407-11DEFEE8B80D467F938BB65CBB3CED03","SP",3531407,"2021",14.68,0.76,7.64,3.45,0,0,0,0,0,1.34,0,1.49,0,0,0,0,0,0
"413","SP-3531407-29FFB0B871EA4A0498FB0FE923796389","SP",3531407,"2021",16.63,0.77,8.37,4.41,0,0,0,0.68,0,0,0,2.4,0,0,0,0,0,0
"414","SP-3532058-17D1B834B08C4F58A54D93F3B7509351","SP",3532058,"2021",83.16,2.08,77.75,2.91,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0
"415","SP-3532058-2C8FEF6FBC44472F9BF843B34FF9047E","SP",3532058,"2021",178.95,7.01,148.95,11.58,0,0,0,3.13,8.28,0,0,0,0,0,0,0,0,0
"416","SP-3532058-3EE625926E4E460DB99EA36B4AE36ECD","SP",3532058,"2021",181,2.32,145.39,4.93,0.42,0,0,0,27.42,0,0,0,0.52,0,0,0,0,0
"417","SP-3532058-44DD409DC4644366942168E9DB5F6CE6","SP",3532058,"2021",247.64,5.62,188.87,36.94,1.46,0,0.21,2.35,12.17,0,0,0.02,0,0,0,0,0,0
"418","SP-3532058-5EEB519E6F1D48278AA1AE9743A4376D","SP",3532058,"2021",47.59,1.03,44.81,1.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","SP-3532058-61E66EAE55FF4A7290F1E3609122DFD7","SP",3532058,"2021",88.02,12.84,72.19,2.3,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0
"420","SP-3532058-7982838F9DFB460D91E8C1EA4CCF8B01","SP",3532058,"2021",33.02,1.75,28.21,2.5,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0
"421","SP-3532058-7CBC1A16AA2E459E8BADBDB848922FAB","SP",3532058,"2021",276.54,4.4,258.8,11.11,0.6,0,0,0,0.06,0,0,0,0,1.58,0,0,0,0
"422","SP-3532058-7CE470C1C14E4B388091CA616B2B348F","SP",3532058,"2021",40.21,0.03,39.09,0.27,0,0,0,0,0.82,0,0,0,0,0,0,0,0,0
"423","SP-3532058-80CB2E330BE2400F8CE950F2016D52D9","SP",3532058,"2021",230.06,15.21,140.62,9.72,0,0,0,63.51,0,0,0,0,0,0,1,0,0,0
"424","SP-3532058-88B7B055CC604A6B8A92269DC53843D8","SP",3532058,"2021",57.88,2.28,41.64,10.06,0,0,0,0.45,2.86,0,0,0,0,0.58,0,0,0,0
"425","SP-3532058-D6D03A06FE00481D8AB792EC1CBE55DE","SP",3532058,"2021",50.44,1.48,44.38,3.2,0,0,0,0.71,0,0,0,0.67,0,0,0,0,0,0
"426","SP-3532058-DACEDBABA07048FA90AE0F730E7C3587","SP",3532058,"2021",87.08,0,80.36,5.22,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0
"427","SP-3532058-F326C1F844804BC886768B75673B879B","SP",3532058,"2021",78.79,0.77,72.51,5.1,0,0,0,0,0.42,0,0,0,0,0,0,0,0,0
"428","SP-3532603-52257EB5E2BD4998BFB17DF028EEAB0F","SP",3532603,"2021",94.62,14.52,52.23,24.01,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0
"429","SP-3533502-298E40F0FE384774BF8BA260457E607D","SP",3533502,"2021",4.6,0.64,0.06,3.37,0.01,0,0,0,0,0,0,0.52,0,0,0,0,0,0
"430","SP-3533502-63955168FCDB4440B641CB2663870D02","SP",3533502,"2021",10.45,0.52,2.98,4.96,0.25,0,0,0.05,0.02,0,0,1.66,0,0,0,0,0,0
"431","SP-3533502-84756006EF5342079B4A52AD2837642C","SP",3533502,"2021",39.6,0.61,34.86,3.85,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0
"432","SP-3533502-C381178367754D00BEE2DECFABF46C72","SP",3533502,"2021",9.68,1.11,0,5.36,0,0,0,0,0,0,0,3.21,0,0,0,0,0,0
"433","SP-3533700-5B3A3E53940A47E8B18185AA3CFD03AA","SP",3533700,"2021",56.42,0.98,0,16.61,33.24,0,0,1.2,4.39,0,0,0,0,0,0,0,0,0
"434","SP-3534757-163F3B4AD4204AC1ADAAB835F4F7CA16","SP",3534757,"2021",15.13,0.02,0,6.45,0,0,0,0.76,0,0,0,7.55,0,0,0.36,0,0,0
"435","SP-3535002-07DD7C45D3E942C98886BFBB8B06B8D0","SP",3535002,"2021",64.86,5.93,44.7,13.7,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0
"436","SP-3535002-1680D49FBA204A7CB661F0E52301933A","SP",3535002,"2021",91.85,13.58,67.27,10.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0
"437","SP-3535002-1F6BB597B087407AAFBEE1C7F8FB9DD0","SP",3535002,"2021",26.2,0.73,12.68,9.32,0,0,0,0,0,0,0,3.47,0,0,0,0,0,0
"438","SP-3535002-36FD7710DDEB4FEF9F652436C122D3A7","SP",3535002,"2021",271.21,27.37,102.62,92.85,0,0,0,2.33,0,7.56,0,38.48,0,0,0,0,0,0
"439","SP-3535002-3DC863903D7C42FC9F62894F755C2800","SP",3535002,"2021",22.97,0.81,19.75,2.39,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0
"440","SP-3535002-40C01BBAB3DD4547ACBB2CF3E5E0BF67","SP",3535002,"2021",14.81,0,6.42,4.68,0,0,0,0.16,0,0,0,3.55,0,0,0,0,0,0
"441","SP-3535002-415A2CFCCF6B4DC385D02C3268D01824","SP",3535002,"2021",52.48,1.65,24.7,17.94,0,0,0,8.19,0,0,0,0,0,0,0,0,0,0
"442","SP-3535002-585023E7A78647558214BFE24FBF611D","SP",3535002,"2021",32.48,0.42,19.61,10.26,0.5,0,0,1.69,0,0,0,0,0,0,0,0,0,0
"443","SP-3535002-60C312A9890F41DB909B1AEDABD152ED","SP",3535002,"2021",79.61,11.71,56.17,9.05,0.42,0,0,1.9,0,0,0,0.37,0,0,0,0,0,0
"444","SP-3535002-683FF484A1184BBF9D9D87CA7D92358A","SP",3535002,"2021",26.13,0,10.01,11.57,0,0,0,0.69,0,0,0,3.86,0,0,0,0,0,0
"445","SP-3535002-7332E87CC64447AB9B90600125687065","SP",3535002,"2021",31.82,0.59,25.36,4.87,0.01,0,0,0,0,0,0,0.99,0,0,0,0,0,0
"446","SP-3535002-7FBC29A1A88D419EBF00F797B3D62E40","SP",3535002,"2021",120.26,2.12,67.11,41.39,0,0,0,4.02,0,0,0,5.61,0,0,0,0,0,0
"447","SP-3535002-8BB90BDFB1624905888097443F8D60C7","SP",3535002,"2021",56.44,2.06,37.09,14.26,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0
"448","SP-3535002-97BAAFDC07D442A1BE4E2DA6D836E9DE","SP",3535002,"2021",17.07,0.16,13.63,2.74,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0
"449","SP-3535002-A9A5F5E72BD642C6A60413C4BD7501D8","SP",3535002,"2021",22.16,0,18.73,2.58,0,0,0,0.54,0,0,0,0.31,0,0,0,0,0,0
"450","SP-3535002-AD3D9B1A1CA24462A76E05B33C899E51","SP",3535002,"2021",31.6,1.99,18.77,8.13,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0
"451","SP-3535002-AE29685C68A446BFA66CA289D83298C9","SP",3535002,"2021",74.48,7.16,52.6,13.49,0.55,0,0,0,0,0,0,0.67,0,0,0,0,0,0
"452","SP-3535002-B81BCF8F7EF34150B0B06FA44A8AEB27","SP",3535002,"2021",126.31,0,103.42,22.34,0,0,0,0.49,0.02,0,0,0.04,0,0,0,0,0,0
"453","SP-3535002-C05FFF2173FB4560AD53C72F8139D0A8","SP",3535002,"2021",106.27,3.26,54.74,28.52,0,0,0,7.69,0,0,0,12.07,0,0,0,0,0,0
"454","SP-3535002-C39F61FBD45A4FE9B9DB41642C30FBE5","SP",3535002,"2021",128.26,2.3,66.75,47.71,0,0,0,3.41,0,0,0,6.04,0,0,2.05,0,0,0
"455","SP-3535002-C54A6412F2174BAABD020E756C5779EC","SP",3535002,"2021",22.83,0,18.08,3.73,0.16,0,0,0.87,0,0,0,0,0,0,0,0,0,0
"456","SP-3535002-C9156E596B5E4BF5A7E4AB052700B7B7","SP",3535002,"2021",36.53,5.2,13,12.48,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0
"457","SP-3535002-D3C38922D0114B2DBBF18E00D6EA9EB9","SP",3535002,"2021",135.71,10.41,81.47,37.34,0,0,0,0.44,3.27,2.01,0,0.76,0,0,0,0,0,0
"458","SP-3535002-D426BF430B4C4F43B985BEE07AAA7791","SP",3535002,"2021",119.88,14.88,93.07,9.68,0,0,0,0,2.1,0,0,0.15,0,0,0,0,0,0
"459","SP-3535002-D470486002B24995B31365A7A2C11102","SP",3535002,"2021",299.25,49.75,73.22,126.28,0,0,0,10.05,0,0.92,0,38.53,0,0,0,0.5,0,0
"460","SP-3535002-D68439EDE895466F8C315C4E7919783B","SP",3535002,"2021",123.22,0.36,66.3,28.28,0,0,0,6.64,1.18,0,0,20.46,0,0,0,0,0,0
"461","SP-3535002-E5D5D8A1B9B843EF83D8E66A38A0090F","SP",3535002,"2021",394.01,71.13,156.1,141.49,0.5,0,0,8.75,0,0,0,16.03,0,0,0,0,0,0
"462","SP-3535002-E9610D9EE80E4223921BFC53E361EE3F","SP",3535002,"2021",26.08,8.69,8.56,7.75,0.45,0,0,0.5,0,0,0,0.14,0,0,0,0,0,0
